Rekha Rana,Rekha Rani,0.9
Rema Lahir,Rema Lahiri,0.952380952381
Sabita Banerjee,Sabita Bannerjee,0.967741935484
Sachin Gupt,Sachin Gupta,0.95652173913
Sahir Ali Bagga,Sahir Ali Bugga,0.933333333333
Saim Bhat,Saim Bhatt,0.947368421053
Salman Ahmad,Salman Ahmed,0.916666666667
Sandesh Sandhilya,Sandesh Shandilya,0.941176470588
Sandhya Mukherje,Sandhya Mukherjee,0.969696969697
Sapna Mukharjee,Sapna Mukherjee,0.933333333333
Shahid Mallaya,Shahid Mallya,0.962962962963
Shahid Mallya,Shahid Malya,0.96
Shahzad,Shahzadi,0.933333333333
Shashaa Tirupathi,Shashaa Tirupati,0.969696969697
Shashwati,Shaswati,0.941176470588
Shefali Alvares,Shefali Alvaris,0.933333333333
Shekhar Kavjiani,Shekhar Ravjiani,0.9375
Shiraz Uppa,Shiraz Uppal,0.95652173913
Shoma Banerjee,Shoma Bannerjee,0.965517241379
Shree D,Shree D.,0.933333333333
Shreya Ghosal,Shreya Ghoshal,0.962962962963
Shyam Kuma,Shyam Kumar,0.952380952381
Shyam Sundar,Shyam Sunder,0.916666666667
Shyama Hemadi,Shyama Hemady,0.923076923077
Sitara Kanpur,Sitara Kanpuri,0.962962962963
Sneha Pandit,Sneha Pant,0.909090909091
Soham Chakrabarthy,Soham Chakraborthy,0.944444444444
Soham Chakraborthy,Soham Chakraborty,0.971428571429
Sonika Sharma,Soniya Sharma,0.923076923077
Soumya Rai,Soumya Rao,0.9
Sudesh Bhonsle,Sudesh Bhosle,0.962962962963
Sudesh Kumar,Sudesh Kumari,0.96
Sujata Goswami,Sujata Goswamy,0.928571428571
Sukhwinder Sing,Sukhwinder Singh,0.967741935484
Sukriti Kakar,Sukriti Kakkar,0.962962962963
Sumita,Sumitra,0.923076923077
Sunidhi Chauhan,Sunidhi Chouhan,0.933333333333
Supriya Pathak,Supriya Pathak I,0.933333333333
Supriya Ramalingam,Supriya Ramalingham,0.972972972973
Surja Bhattacharya,Surjo Bhattacharya,0.944444444444
Sushma Shreshta,Sushma Shrestha,0.933333333333
Suzanne D Mello,Suzanne D'Mello,0.933333333333
Talia Benson,Talia Bentson,0.96
Tarannum Malik,Tarannum Mallik,0.965517241379
Tarannum Mallik,Taranum Malik,0.928571428571
Taz  Stereo Nation,Taz Stereo Nation,0.971428571429
Udit Naraya,Udit Narayan,0.95652173913
Usha Mangeshka,Usha Mangeshkar,0.965517241379
Utpal Sen,Utpala Sen,0.947368421053
Vishal Bharadwaj,Vishal Bhardwaj,0.967741935484
Vivek Sudarshan,Vivek Sudershan,0.933333333333
Vivien Pocha,Vivienne Pocha,0.923076923077
Yusuf Azaad,Yusuf Azad,0.952380952381
