Aditya Roy Kapoor,Aditya Roy Kapur,0.909090909091
Ajay Devgan,Ajay Devgn,0.952380952381
Ajit Vachchani,Ajit Vachhani,0.962962962963
Amitabh Bachchan,Amitabh Bachchanm,0.969696969697
Amrita Ra,Amrita Rao,0.947368421053
Anita Raaj,Anita Raj,0.947368421053
Anjali Jathar,Anjali Jatthar,0.962962962963
Anjan Shrivastava,Anjan Srivastava,0.969696969697
Anupama Varma,Anupama Verma,0.923076923077
Anwar Husain,Anwar Hussain,0.96
Anwar Hussain,Anwar Hussan,0.96
Archana Puran Singh,Archana Puransingh,0.918918918919
Armaan Kohli,Arman Kohli,0.95652173913
Asha Bhonsle,Asha Bhosle,0.95652173913
Ashish Chowdhary,Ashish Chowdhry,0.967741935484
Ayesha Taki,Ayesha Takia,0.95652173913
Ayushman Khurana,Ayushmann Khurrana,0.941176470588
Bharati,Bharti,0.923076923077
Bishwajeet,Biswajeet,0.947368421053
Bruna Abdulla,Bruna Abdullah,0.962962962963
Celina Jaitley,Celina Jaitly,0.962962962963
Chandrachud Singh,Chandrachur Singh,0.941176470588
Chunkey Pandey,Chunky Pandey,0.962962962963
Darshan Kumaar,Darshan Kumar,0.962962962963
Deepak Parashar,Deepak Parshar,0.965517241379
Deepak Tejori,Deepak Tijori,0.923076923077
Deepika Padukon,Deepika Padukone,0.967741935484
Deepti Bhatnaga,Deepti Bhatnagar,0.967741935484
Feroj Khan,Feroz Khan,0.9
Gauahar Khan,Gauhar Khan,0.95652173913
Gemini Ganesan,Gemini Ganeshan,0.965517241379
Govind Namdeo,Govind Namdev,0.923076923077
Gulshan Devaiah,Gulshan Devaiya,0.933333333333
Himanshu Malik,Himanshu Mallik,0.965517241379
Hrishita Bhatt,Hrishitaa Bhatt,0.965517241379
Hrithik Roashan,Hrithik Roshan,0.965517241379
Jalal Aga,Jalal Agha,0.947368421053
Jaya Bahaduri,Jaya Bhaduri,0.96
Jayant,Jayanti,0.923076923077
Jimmy Sheirgill,Jimmy Shergil,0.928571428571
Jimmy Shergil,Jimmy Shergill,0.962962962963
Kadar Khan,Kader Khan,0.9
Kangana Ranaut,Kangna Ranaut,0.962962962963
Kimi Katekar,Kimi Katkar,0.95652173913
Kiron Kher,Kirron Kher,0.952380952381
Krishna Kumar,Krishna Kumari,0.962962962963
Kumaar,Kumar,0.909090909091
Leena Chandavarka,Leena Chandavarkar,0.971428571429
Mahima Chaudhary,Mahima Choudhary,0.9375
Manoj Bajpa,Manoj Bajpai,0.95652173913
Meenakshi Seshadhri,Meenakshi Seshadri,0.972972972973
Minisha Lamba,Minissha Lamba,0.962962962963
Mithun Chakraborhty,Mithun Chakraborty,0.972972972973
Mohnish Bahl,Mohnish Behl,0.916666666667
Motilal,Motilala,0.933333333333
Natasha,Natassha,0.933333333333
Om Parkash,Om Prakash,0.9
Parikshat Sahni,Parikshit Sahni,0.933333333333
Prabha,Prabhas,0.923076923077
Prabhu Deva,Prabhu Dheva,0.95652173913
Preeti Jhangiani,Preeti Jhingiani,0.9375
R Madhavan,R. Madhavan,0.952380952381
Raja Paranjape,Raja Paranjpe,0.962962962963
Rajkumar,Rajkumari,0.941176470588
Rakesh Pande,Rakesh Pandey,0.96
Ramya Krishna,Ramya Krishnan,0.962962962963
Ranjan,Ranjana,0.923076923077
Riteish Deshmukh,Ritesh Deshmukh,0.967741935484
Salmaan Khan,Salman Khan,0.95652173913
Shafi Inamdaar,Shafi Inamdar,0.962962962963
Shahbaaz Khan,Shahbaz Khan,0.96
Shenaz Treasuryvala,Shenaz Treasurywala,0.947368421053
Shiney Ahuja,Shiny Ahuja,0.95652173913
Shruti Haasan,Shruti Hassan,0.923076923077
Simi Garewal,Simi Grewal,0.95652173913
Sulakhshana Pandit,Sulakshana Pandit,0.971428571429
Suman Ranganathan,Suman Rangnathan,0.969696969697
Tamanna Bhatia,Tamannaah Bhatia,0.933333333333
Tanushree Datta,Tanushree Dutta,0.933333333333
Uttam Kumar,Uttar Kumar,0.909090909091
Vidyut Jammwal,Vidyut Jamwal,0.962962962963
Vyjayanthimala,Vyjayantimala,0.962962962963
Waheeda Rehma,Waheeda Rehman,0.962962962963
Yaami Gautam,Yami Gautam,0.95652173913
