Mehram (Reprise - I),Siddhant Bhosle,Clinton Cerejo,Amitabh Bhattacharya,Mehram - Revisited (2016),,,http://www.youtube.com/embed/PUkNORUO7fs, , , , ,204,2016
Mehram (Reprise - Ii),Sahil Solanki,Clinton Cerejo,Amitabh Bhattacharya,Mehram - Revisited (2016),,,http://www.youtube.com/embed/3QE3IBo-cK0, , , , ,205,2016
Meraa Khuda,"Desi Frequency, RVG",Vishal Gautam,"Shaan Saab, Vishal Gautam",Mera Khuda (2016),,,http://www.youtube.com/embed/YgGZ8mOPaJU, , , , ,206,2016
O My Lovely Pizza,Baba Sehgal,Baba Sehgal,Baba Sehgal,O My Lovely Pizza (2016),,Pop Songs,http://www.youtube.com/embed/EiAvHF9bpQo, , , , ,207,2016
Passion (Rapstar X),"SK, Samrath, Money Bindaas, Rapstar X",Rapstar X,Rapstar X,Passion (2016),,,http://www.youtube.com/embed/fH_KllfiFrI, , , , ,208,2016
Wo Shaam,Talat Aziz,Talat Aziz,Gul Rukh Khan,Wo Shaam (2016),,Ghazals,http://www.youtube.com/embed/qd4Ga1Te6Mg,"wo shaam bhala ab kyu yaado se nahi jaati
wo shaam bhala ab kyu yaado se nahi jaati
kadmo ki tere aahat raaho se nahi jaati
wo shaam bhala ab kyu yaado se nahi jaati
wo shaam bhala ab kyu

aur phir meri pukar sehraao ki aawaz ban gayi
lekin ab achanak is shise ki diwar me ek darar pad gayi
ab hum ek dusre ki aawaz sun paa rahe hai
lekin milna tasavvur me nahi samaata
hamari aawaze kya sada yunhi bhatka rahi hai
kya hamare kadam ghaas ke kisi farsh par
kabhi ek saath uth sakenge
kya hum kabhi kisi sahil ki ret par baithkar
samundar ki lehro ko khamoshi se sun sakenge
aur kya hum kabhi apne chehro par ek dusre
ki saanso ki aawaz mehsus kar sakenge nahi na
phir tum kyu mere andar utarti ja rahe ho
phir kyu katra katra pighalte ja rahe ho mujhme

jis din tere hontho ne honth mere chume
jis din tere hontho ne honth mere chume
saanso ki tere garmi
saanso ki tere garmi saanso se nahi jaati
saanso ki tere garmi saanso se nahi jaati
kadmo ki tere aahat raaho se nahi jaati
wo shaam bhala ab kyu
wo shaam bhala ab kyu wo shaam", , , ,209,2016
Woh Hai Zara,Bhaven Dhanak,"Harpreet Singh, Laxmikant Pyarelal",Majrooh Sultanpuri,Woh Hai Zara (2016),"Bhaven Dhanak, Victoria Saxy",Pop Songs,http://www.youtube.com/embed/RJCrBoVRbB0,"wo hai zara khafa khafa
to nain yu churaye hai ki ho ho
wo hai zara khafa khafa
to nain yu churaye hai ki ho ho

hans rahi hai chandani
machal ke ro na du kahi
aise koi ruthata nahi
baat yu banaaye hai ki o ho

wo hai zara khafa khafa
to nain yu churaye hai ki ho ho", , , ,210,2016
Woofer Baja,Dope Boy Leo,Dope Boy Leo,Dope Boy Leo,Woofer Baja (2016),,,http://www.youtube.com/embed/iv1_J6P-GhY,"rifle si laundi ya meri saheli
desi katte sa main uska yaar

rifle si laundi ya meri saheli
desi katte sa main uska yaar

afeem ki kheti hai
santushti deti hai
relax kare uska pyar
photu pe mere jo lali hai
uske chumme ki hai ye wajah

ki jiske khatir dil ka
woofer baja woofer baja woofer baja

muzzaferpur ke ho muzzafar nagar ke
hain rahne wale dil ke khaas
bus suit mein katta katte mein goli

kon bhutni ka dharti laga dega
udte huye hum aaj
ae foofa hat ja aagey te
mazaal kise ki jo chede hamari item o
hungama ho jyaga hungama ho jyaga

pichwade mein bhar dunga charre main itne
bechke pisse hala ho jyaga

sab jhoothi hain baatein ke
titanic dooba tha
barf ke gole ki takkar se

titanic toh dooba tha
idhar ki laundiya launde ke
lage chakker mein

pahli dafa mein karde de tabaah
pyar ki meethi saza

ki jiske khatir dil ka
woofer baja woofer baja woofer baja

rifle si laundiya", , , ,211,2016
Yaadein,"Abuzar Akhtar, Richa Sharma",Sanjay Chandrashekhar,Devendra Kafir,Yaadein (2016),"Abuzar Akhtar, Ananya Sengupta",Sad Songs,http://www.youtube.com/embed/zQIOb4IdajU,"kuch is tarah se rabta hai mera meri yaado ke sath
ki me unhe bhulne nahi deta aur wo mujhe jine nahi deti
chal aaj zindagi me kuch nayi baat karte hai
tu na sahi teri yaado ke sath ek nayi shuruwat karte hai

dil ko yakin hota hi nahi ki ab tu mere pass nahi
milo ke jaisa lage har pal tanha rehna mumkin nahi
yaade wo teri baate wo teri
bhulane ab tujhe main jaau kis jagah
har lamha main pachtaawa kisko main haal sunawa
kaise main tujhe manaawa chad ke na ja menu kaleya
darta hu mar na jaawa tujhse kahi bichad na jaawa
tujhko din raat bulawa chad ke na ja mainu kaleya

baitha hu ab bhi mai wahi pe milte jaha pe hum kabhi the
jaane kaha pe kho gaye wo sapne sajaye jo sabhi the
na dena na mujhko ye saza
mai tujhme hi to hu lapata aaja ve rabb da waasta
yaade woh teri baate woh teri
bhulane ab tujhe main jaau kis jagah
har lamha main pachtaawa kisko main haal sunawa
kaise main tujhe manaawa chad ke na ja menu kaleya
darta hu mar na jaawa tujhse kahi bichad na jaawa
tujhko din raat bulawa chad ke na ja mainu kaleya

jaavo ni koi mod leyavo mere naal gaya ajj ladke
allah kare aa jaave sohna deva jaan hatheli te dhar ke
heer aankh di jogiya jhuth bole
te kaun rutheya yaar manawda aye
haaye aisa koi na mileya ve main dhund thaki
ke jehda ghara nu mod leyawanda aye

yaade wo teri baate wo teri
bhulane ab tujhe main jaau kis jagah
har lamha main pachtaawa kisko main haal sunawa
kaise main tujhe manaawa chad ke na ja menu kaleya
darta hu mar na jaawa tujhse kahi bichad na jaawa
tujhko din raat bulawa chad ke na ja mainu kaleya
har lamha main pachtaawa kisko main haal sunawa
kaise main tujhe manaawa chad ke na ja menu kaleya
darta hu mar na jaawa tujhse kahi bichad na jaawa
tujhko din raat bulawa chad ke na ja mainu kaleya", , , ,212,2016
Ye Nazmein,Rashmi Agarwal,Rashmi Agarwal,Rashmi Agarwal,Ye Nazmein (2016),,,http://www.youtube.com/embed/5Hcl75F5B1M, , , , ,213,2016
Yeh Jo Ishq Hai,Mitali Mahant,Jay Mahant,Gaurav Jogi,Yeh Jo Ishq Hai (2016),Mitali Mahant,Romantic Songs,http://www.youtube.com/embed/kkxYDgNy0aI,"naa jaane ishq me kyun aisa hota hai
khuli aankh hai fir bhi sapna lagta hai
naa jaane ishq me kyun aisa hota hai
khuli aankh hai fir bhi sapna lagta hai
jaagi man me umange dil hua bawara
ban pagle pawan saa haa udta jaa raha
ye jo ishq hai kuch is kadar hum pe hai chhaa raha
bin mange hi sab paa liya rab da shukrana
ye jo ishq hai kuch is kadar hum pe hai chhaa raha
bin mange hi sab paa liya rab da shukrana

jajba pyar ka aaj hai jaana mile dard bhi to hai muskurana
rab se dua me use hai manga inkar bhi unka ikrar jaana
tuta khwab to hua yu yakin sab kuch badal gaya
haa anjane me kab kaise kyun ye din fisal gaya
ye jo ishq hai kuch is kadar hum pe hai chhaa raha
bin mange hi sab paa liya rab da shukrana
ye jo ishq hai kuch is kadar hum pe hai chhaa raha
bin mange hi sab paa liya rab da shukrana

naa jaane ishq me kyun aisa hota hai
khuli aankh hai fir bhi sapna lagta hai
naa jaane ishq me kyun aisa hota hai
khuli aankh hai fir bhi sapna lagta hai", , , ,214,2016
Yeh Jo Mohabbat Hai (Reprise),Ravi Chowdhury,"Ravi Chowdhury, R D Burman",Anand Bakshi,Yeh Jo Mohabbat Hai (Reprise) (2016),,Romantic Songs,http://www.youtube.com/embed/jVZKXGHUSJI,"ye jo mohabbat hai ye unka hai kaam
are mehboob ka jo bas lete huye naam
ye jo mohabbat hai ye unka hai kaam
are mehboob ka jo bas lete huye naam
mar jaaye mit jaaye ho jaaye badnaam
rehne do chhodo bhi jaane do yaar hum na karenge pyar
rehne do chhodo bhi jaane do yaar hum na karenge pyar

aankhe kisi se na ulajh jaaye main darta hu
yaaro hasino ki gali se main guzarta hu
aankhe kisi se na ulajh jaaye main darta hu
yaaro hasino ki gali se main guzarta hu
bas dur hi se kar ke salaam
ye jo mohabbat hai ye unka hai kaam
are mehboob ka jo bas lete huye naam
mar jaaye mit jaaye ho jaaye badnaam
rehne do chhodo bhi jaane do yaar hum na karenge pyar
rehne do chhodo bhi jaane do yaar hum na karenge pyar", , , ,215,2016
Yeh Nain Dare Dare,Kavita Seth,"Kavita Seth, Hemant Kumar","Kaifi Azmi, Bharat Bhushan Pant",Yeh Nain Dare Dare (2016),,Sad Songs,http://www.youtube.com/embed/6J5unc7ZA8U,"ye nayan dare dare ye jam bhare bhare
jara peene do kal ki kisko khabar 
ik raat hoke nidar mujhe jeene do
ye nayan dare dare

rang ude khushbu bikhari ek phul khila daali par 
fir phul se 
fir phul se aayi bahar tu jaane naa
ye nayan dare dare ye jam bhare bhare
jara peene do kal ki kisko khabar 
ik raat hoke nidar mujhe jeene do
ye nayan dare dare

koun hai jo sapna bankar rehta hai meri palko par 
koun hai jo sapna bankar rehta hai meri palko par 
shayad hai wahi
shayad hai wahi tera pyar tu maane naa 
ye nayan dare dare ye jam bhare bhare
jara peene do kal ki kisko khabar 
ik raat hoke nidar mujhe jeene do
ye nayan dare dare", , , ,216,2016
Zameen Pe Aashiqui,Abhay Jodhpurkar,Khalil Abhyankar,Shatrunjay Mishra,Zameen Pe Aashiqui (2016),,Ghazals,http://www.youtube.com/embed/aP2tnOfBrPY,"zameen pe aashiki falak pe jaise aaftab rehte hai
zameen pe aashiki falak pe jaise aaftab rehte hai
tumhare noor ko is jaha ka mahtab kehte hai
zameen pe aashiki

bani ho kanch ki ya sangemarmar ki koi tabir ho tum
bani ho kanch ki ya sangemarmar ki koi tabir ho tum
zamana tumhe jo dekhe tum kya jaano ham kaise sehte hai
zameen pe aashiki falak pe jaise aaftab rehte hai
zameen pe aashiki

khuda ka husn tumhe
khuda ka husn tumhe aur ye jo mila hai karam hamko
khuda ka husn tumhe aur ye jo mila hai karam hamko
jabse aayi ho tum aasmaan me ham to tabse rehte hai
zameen pe aashiki falak pe jaise aaftab rehte hai
tumhare noor ko is jaha ka mahtab kehte hai
zameen pe aashiki", , , ,217,2016
Zikr Tera,Mohammed Irfan,"Rizwan Sabri, Anis Ali Sabri",Raj Jadon,Zikr Tera (2016),"Kiran Srinivas, Seema Qureshi",Romantic Songs,http://www.youtube.com/embed/x5xFHQnByYg,"marham sa lage lafz har tera
muhko manzilo ka mil gaya hai raasta
tujhse jo juda hai is dil ka raabta
saanso ko mila hai dhadkano ka kaarva
ik shifa sa lage tu mere dard ka
tu mera hai jaha tu suku ruh ka
tujhko paake dil mera ye ho gaya hai javeda
zikr tera aayto sa tu lage hai raahto sa
tu suku hai chaahto ka bakhuda
zikr tera aayto sa tu lage hai raahto sa
tu suku hai chaahto ka bakhuda

tujhko paake is dil ko jannate hai mili
ishq ko mere tujhse raunke hai mili
ruk gaya tujh pe main to chhod ke ye jaha
meri tanhaiyo ko rehmate hai mili
shukar tera ae khudaya ho gaya yu meharbaan
zikr tera aayto sa tu lage hai raahto sa
tu suku hai chaahto ka bakhuda
zikr tera aayto sa tu lage hai raahto sa
tu suku hai chaahto ka bakhuda

aasman ko tu mere chandini sa laga
shabnami mausam ki tarah mujh me tu hai basa
khwahisho ke saahilo pe mujhko tu hai dikha
dil ki sukhi zameen pe baarisho sa gira
shukar tera ae khudaya ho gaya yu meharbaan
zikr tera aayton sa tu lage hai raahto sa
tu suku hai chaahto ka bakhuda
zikr tera aayton sa tu lage hai raahto sa
tu suku hai chaahto ka bakhuda", , , ,218,2016
Zindagi Ke Safar Mein (Album),"Ajay Sehgal, Tarannum Mallik",Gurmeet Singh II,Ajay Sehgal,Zindagi Ke Safar Mein (2016),,,http://www.youtube.com/embed/6rlqSb9EM1o, , , , ,219,2016
Zindagi Nahi Asaan,Sri,Sri,Sri,Zindagi Nahi Asaan (2016),,,http://www.youtube.com/embed/qTQ-56VSUBI, , , , ,220,2016
Aa Chalein,"Rahul Pandey, Shivangi Bhayana",C H Manish,Sanjeev Anand Jha,Aa Chalein (2016),,,http://www.youtube.com/embed/-2OBUOUxySI, , , , ,221,2016
Aate Jaate Yun Hi,Meenu Palta,Sargam I,Preeti I,Aate Jaate Yun Hi (2016),,,http://www.youtube.com/embed/iB8LsLB2zoI, , , , ,222,2016
All I Need,Ikka Singh,Rajat Nagpal,Ikka Singh,All I Need (2016),,,http://www.youtube.com/embed/H3ZK0KdtWG8, , , , ,223,2016
Annapurna Dhartee,Udit Narayan,Ravindra Jain,Ravindra Jain,Anna: Kisan Baburao Hazare (2016),,,http://www.youtube.com/embed/LwA4YqIDqC8,"naya savera aaya hai aas ka suraj laya hai 
utho kudaal uthaao re kadam kadam milaao re 
saathi re bandhu re mitwa re mitwa re 
ye annapurna dhrti har aasha puran karti 
ye annapurna dhrti har aasha puran karti 
ise sincho to sahi ise joto to sahi 
sapno ke beej pyaare bovo to sahi 
paani se bhari ye dharti paani bin pyaasi marti 
paani se bhari ye dharti paani bin pyaasi marti 
ise sincho to sahi ise joto to sahi 
naye taal talaiya khodo to sahi 

dharti maiyya kuch de nahi shrm ke bina 
saathi fasal fale nahi shrm ke bina 
soya bhaagy jage nahi shrm ke bina 
kuch haath lage nahi shrm ke bina 
soya bhaagy jage nahi shrm ke bina 
kuch haath lage nahi shrm ke bina 
shrm se sarvaang nikharti dulhan ki bhaati sawarti 
ye annapurna dharti har aasha puran karti 
ise sincho to sahi ise joto to sahi 
sapno ke beej pyaare bovo to sahi 

jor laga ke haiysa bojh utha ke haiysa
haiysa haiysa haiysa
bane parvat zarre zarre se
badhe dariya katre katre se 
sau deeye jale ek deeya jalne se 
mile manjil sang sang chalne se 
sau deeye jale ek deeya jalne se 
mile manjil sang sang chalne se 
kismat mehnat se sanwarti
har sukh aanchal me bharti 
ye annapurna dhrti har aasha puran karti 
ise sincho to sahi ise joto to sahi 
sapno ke beej pyaare bovo to sahi 
swabhilambi banenge ham aatmnibhar rahenge ham 
mitwa re ho mitwa re ", , , ,224,2016
Ek Shaam Chura Le Yara,"Mika Singh, Divya Kumar",Ravindra Jain,Ravindra Jain,Anna: Kisan Baburao Hazare (2016),,,http://www.youtube.com/embed/xgrX5z-OO9k,"o maaru teer din raato se jang hi jang ki baato se 
o maaru teer din raato se jang hi jang ki baato se 
kuch waqt bacha de ek shaam nashili 
ek shaam chura le yaara 
ek shaam chura le ek shaam chura le
ek shaam chura le yaara 
ek shaam chura le ek shaam chura le
ek shaam chura le yaara 

jujh chuke kamjaato se pher kiya un raato se 
ho jujh chuke kamjaato se pher kiya un raato se 
teri jit huyi hai is jit ka nach ke jashan manaa le yaara 
ek jaam utha le ek jaam utha le 
ek jaam utha le yara 
ek jaam utha le ek jaam utha le 
ek jaam utha le yara 

faujiyo ki jindagi me pag pag ladayiya 
haunsle buland ho to kaisi unchaayiya
sena me aaye bhaarat ki raksha ka pran karke 
is liye ghar chhoda ki salaamat log rahe har ghar ke 
moh bhulaakar naato se sapno ki baaraato se 
ho moh bhulaakar naato se sapno ki baaraato se 
dushman ke kaat pe chakr badan chakro se saja le yara 
ek shaam chura le yaara 
ek shaam chura le ek shaam chura le
ek shaam chura le yaara 
ek shaam chura le ek shaam chura le
ek shaam chura le yaara 

barfili chotiya to har dam rulaati hai 
masti bhari pyaar bhari shaame kam aati hai 
kal ki kal dekhi jaayegi aane to de kal ko 
ji bhar pi le pyaar se ji le haa dil ke har pal ko 
ek sufi ki baato se jaam naa rakh tu haatho se
ho ek sufi ki baato se jaam naa rakh tu haatho se 
is shaam ka rakh le maan gale har pal ko lagaa le yaara 
ek jaam utha le ek jaam utha le 
ek jaam utha le yara
maaru teer din raato se jang hi jang ki baato se 
kuch waqt bacha de ek shaam nashili 
ek shaam chura le yaara 
ek shaam chura le ek shaam chura le
ek shaam chura le yaara 
ek shaam chura le ek shaam chura le
ek shaam chura le yaara 
kuch waqt bacha de ek shaam nashili 
ek shaam chura le yaara 
ek shaam chura le ek shaam chura le
ek shaam chura le yaara 
ek shaam chura le ek shaam chura le
ek shaam chura le yaara ", , , ,225,2016
Vande Mataram (Anna),Prithvi Gandharv,Prithvi Gandharv,Aniket Pandey,Anna: Kisan Baburao Hazare (2016),,Patriotic Songs,http://www.youtube.com/embed/ZokRS140NvU, , , , ,226,2016
Atm,Baba Sehgal,Baba Sehgal,Baba Sehgal,Atm (2016),,,http://www.youtube.com/embed/FpSLV1wtJj0,"choti si machine hai atm
thodi moti thodi lean hai atm 
baby life uski hard hai atm
debit aur credit card hai atm

aajkal yeh atm is very yummy yummy
asking for zyaada is my tummy tummy tummy
india is a nation dadar is a nation
modi ji ne kar diya demonetisation 
opposition boley naya law very funny
atm mein boley toh no money money 
arey haddi aur pasli thoda weak ho jayega
dont worry uncle sab theek ho jayega 
atm mein khadey ho toh baat karo yaar se
naye naye note hain welcome karo pyaar se

subject yeh thoda thoda sentimental hai
koi kahin chup hai toh koi mental hai
sardi aur dhoop mein line lambi lagi hai
janta yeh aaj ki dheere dheere jagi hai
tension mat lena tumko pension mil jayegi
cashless banegi india duniya hil jayegi
maathey ka paseena thoda leak ho jayega
dont worry uncle sab theek ho jayega 
atm mein khadey ho toh baat karo yaar se
naye naye note hain welcome karo pyaar se

choti si machine hai atm
thodi moti thodi lean hai atm 
baby life uski hard hai atm
debit aur credit card hai atm", , , ,227,2016
Aye Mere Humsafar (Cover Version),Prantik Sur,"Anu Malik, Prantik Sur",Gauhar Kanpuri,Aye Mere Humsafar (Cover Version) (2016),,,http://www.youtube.com/embed/S6lz5T4y7Hg, , , , ,228,2016
Badra,Gargi Verma,Gargi Verma,Alaukik Rahi,Badra (2016),,,http://www.youtube.com/embed/0JalD9UDd6E, , , , ,229,2016
Tu Chul,Viidhii Upadhyay,Viidhii Upadhyay,Viidhii Upadhyay,Tu Chul (2016),,Motivational Songs,http://www.youtube.com/embed/X954G8WrZpA,"walking if lonely rise up your spirit so high
because you are truly blessed almightys child
so never stop dont loose your hope 
because you deserve all the rights
stop all your cry never quit your try
never say good bye to your dream and your life
tu chal tu chal zindagi ki raaho pe tu chal
tu chal tu chal rok na paayega koi tu chal
khwahishe tu apni bunle aasmaan ko aise chhule
jaise udati koi badal badal
tu chal tu chal zindagi ki raho pe tu chal
tu chal tu chal rok na paayega koi tu chal

bahut hongi mushkile rasto pe magar
aur honge tej kaante jo chubhenge par
tufaan aur aandhiyo se tu bach nikal
tujhme hai taakat tujhme hai himmat
pahuchegi tu apni manzil tak
tu chal tu chal zindagi ki raaho pe tu chal
tu chal tu chal rok na paayega koi tu chal
tu chal tu chal zindagi ki raaho pe tu chal
tu chal tu chal fir saath degi duniya har pal", , , ,230,2016
Tu Dua Hai,Darshan Raval,Rahul Munjariya,Darshan Raval,Tu Dua Hai (2016),,Romantic Songs,http://www.youtube.com/embed/1S-YYZA7A04,"ruhaani si ik shaam hogi halki teri usme aawaaz hogi
ruhaani si ik shaam hogi halki teri usme aawaaz ho
tu naa jaaye kabhi aitbaar karu
tu naa jaaye kabhi khuda se ye hi kahu
main jo bhi hu jaisa hu tujhme rehta khota hu
tu mera aaj hai mera kal hai meri zindagi ki dua
main jo bhi hu jaisa hu tujhme rehta khota hu
tu mera aaj hai mera kal hai meri zindagi ki dua
tu dua hai tu hi hai mera karam
tujhpe hi shuru tujhpe hi khatam
tu dua hai tu hi hai mera karam
tujhpe hi shuru tujhpe hi khatam

shehro me galiyo me apno me parayo me dhundha tujhe hai
shehro me galiyo me apno me parayo me dhundha tujhe ke
mil jaaye mujhe tu kahi rubru tu hi dikhe mai jaha rahu
main jo bhi hu jaisa hu tujhme rehta khota hu
tu mera aaj hai mera kal hai meri zindagi ki dua
main jo bhi hu jaisa hu tujhme rehta khota hu
tu mera aaj hai mera kal hai meri zindagi ki dua
tu dua hai tu hi hai mera karam
tujhpe hi shuru tujhpe hi khatam
tu dua hai tu hi hai mera karam
tujhpe hi shuru tujhpe hi khatam", , , ,231,2016
Tu Hi Tu (Magnesh),Mangesh Borgaonkar,Yugandhar Deshmukh,"Mandar Cholkar, Sameer Samant",Tu Hi Tu (2016),,Romantic Songs,http://www.youtube.com/embed/8l5svasFQCU,"tum hi khwabo me tum khayalo me
tum hi yaado me aajkal
tum nazaaro me tum bahaaro me
tum sitaaro me raatbhar

sitara jo tute kahi tumhe maang lu mai bas wahi
tere hi saaye shaam ho tumse hi ho sehar meri
dil jo chahe wo puri saari ho khwahishe aaj agar
tumko chahu jo tumko paau ya tumko dekhu ek nazar
khuda se mangta rahu duaao me teri hasi
hasin lage hai zindagi mere dil me tu jabse basi
hardam harpal tu hi tu dil ki dhadkan tu hi tu
itni si ek aarzu tu hi tu bas tu hi tu
tum hi khwabo me tum khayalo me
tum hi yaado me aajkal
tum nazaaro me tum bahaaro me
tum sitaaro me raatbhar

tu jo ek baar keh de to saari khushiya lutata rahu
saaz chhede jo tu dil ke mai yunhi gungunata rahu
tu dekh le jo ek nazar nazar karu ye zindagi
tere hi sath umrbhar mai basar karu ye zindagi
mehfil mehfil tu hi tu manzil manzil tu hi tu
itni si ek aarzu tu hi tu bas tu hi tu
hardam harpal tu hi tu dil ki dhadkan tu hi tu
itni si ek aarzu tu hi tu bas tu hi tu
hardam harpal tu hi tu dil ki dhadkan tu hi tu
itni si ek aarzu tu hi tu bas tu hi tu", , , ,232,2016
Tu Jo Mila - Acoustic,Aditi Singh Sharma,"Rahul Tiwari, Pritam",Kausar Munir,Tu Jo Mila - Acoustic (2016),,,http://www.youtube.com/embed/rZBFHQNu5B4, , , , ,233,2016
Tu Kya Jane,"Dahek, Yog",Dahek,"Dahek, Yog",Tu Kya Jane (2016),,Romantic Songs,http://www.youtube.com/embed/ZMFhcHFChzM,"ishk pyar mohabbat mulakate
wo baate bahut si yaade
tu kya jane teri yaado teri baato ne
kiya hai kya asar ab ji naa paau tere bin
tu kya jane teri yaado teri baato ne
kiya hai kya asar ab ji naa paau tere bin
laut aayi fir tanhayi jab se yaade teri aayi
sang bitayi thi jo raate aur wo din
ki tu hi ab ye bata kaha jaau
o sajna re tere bin ji naa paau
ji naa paau ji naa paau
tu kya jane teri yaado teri baato ne
kiya hai kya asar ab ji naa paau tere bin

teri yaade wo baate
wo teri meri mulakate jo humko sataati re
teri aankho ki narmi wo baaho ki garmi
jo mujhko rulaati re
yu din bite saal khwabo me bas tera khayal
kabhi to aa mere dildar mujhse puch tu mera haal
bin tere mere yaar ek ek lamha jaise saal
teri yaado ko meri yaado me meri aankho me
meri saanso me meri dil dhadkan
meri ruh me maine rakha hai sambhal
mujhse kehte mere yaar yaha bikte hai ji pyar
tujhme dekha tha maine mera saara sansar
teri aankhe nashili teri baate namkin
teri zulfo ki chhao me meri duniya thi ye hasin
mujhe aaj bhi hai yaad teri jism ki mehak
kya tujhko hai yaad mai tha tera dahek

teri hi yaado me teri hi baato me dube rahe dil mera
tujhko hi mange hai tujhko hi puche hai tu mere dil ki dua
teri hi yaado me teri hi baato me dube rahe dil mera
tujhko hi mange hai tujhko hi puche hai tu mere dil ki dua
tere bina dil na mera rahe sunle zara jo ye tujhse kahe
sunle zara jo ye tujhse kahe
mere jaana fir dobara laut aana
tujhko paana hai zaruri tu hai dil ka sahil
mere jaana fir dobara laut aana
tujhko paana hai zaruri tu hai dil ka sahil

chhu le zara sa kabhi jo tu mujhko mai zinda hu ehsas ho
lab pe hasi meri dil me khushi hoti jab jab bhi tum paas ho
chhu le zara sa kabhi jo tu mujhko mai zinda hu ehsas ho
lab pe hasi meri dil me khushi hoti jab jab bhi tum paas ho
tu jo mila to khudayi mili tu jo gaya to judai mili
tu jo gaya to judai mili
is judai aur tanhayi se rihai hogi bhi ya
ab yahi hai mere dil ki manzil
is judai aur tanhayi se rihai hogi bhi ya
ab yahi hai mere dil ki manzil", , , ,234,2016
Tujhse,Mickey Singh,Palash Muchhal,Palak Muchhal,Tujhse (2016),,Playful Songs,http://www.youtube.com/embed/Wjmag8Giu1A,"tujhse kya rishta purana hai
tu hai toh hamse gham begana hai
tujhse kya rishta purana hai
tu hai to hamse gham begana hai
har zarre me tera zikr hai
rooh bhi ab toh befikar hai
tujhse kya rishta purana hai

tu hontho ki hasi in aankho ki nami
jo tu hai toh hame hai na koi kami
yeh jaan hamari hai saanse tumhari hai
tumko hi dhunde har kahi
yeh jaan hamari hai saanse tumhari hai
tumko hi dhunde har kahi

tujhse kya rishta purana hai
tu hai to hamse gham begana hai
har zarre me tera zikr hai
rooh bhi ab toh befikar hai
tujhse kya rishta purana hai", , , ,235,2016
Tum Dil Ki Dhadkan Mein,Shadaab Hashmi,"Tabun Sutradhar, Nadeem Shravan",Sameer,Tum Dil Ki Dhadkan Mein (2016),,Romantic Songs,http://www.youtube.com/embed/2Ml9CV3KgEQ,"tum dil ki dhadkan me rehte ho rehte ho
tum dil ki dhadkan me rehte ho rehte ho
meri in saanso se kehte ho kehte ho
baaho me aa jao sapno me kho jao
tum dil ki dhadkan me rehte ho rehte ho
meri in saanso se kehte ho kehte ho

der na kar duniya se na dar sun le dua o bekhabar
der na kar duniya se na dar sun le dua o bekhabar
ruth na mujhse jane-e-jigar katta nahi tere bin ye safar
nazre dhundhe tujhko aa mil jaa tu mujhko
baaho me aa jao sapno me kho jao
tum dil ki dhadkan me rehte ho rehte ho
meri in saanso se kehte ho kehte ho

kuch na kaho ab chup hi raho dekho dhadkan kehti hai
kuch na kaho ab chup hi raho dekho dhadkan kehti hai
laut aaya hai meet mera ankhiyo se nadiya behti hai
kaise guzre yeh din puchho na tere bin
baaho me aa jao sapno me kho jao
tum dil ki dhadkan me rehte ho rehte ho
tum dil ki dhadkan me rehte ho rehte ho
meri in saanso se kehte ho kehte ho
tum dil ki dhadkan me rehte ho rehte ho", , , ,236,2016
Tum Ho Toh Lagta Hain,Shaan,Amaal Malik,Rashmi Virag,Tum Ho Toh Lagta Hain (2016),"Saqib Saleem, Tapsee Pannu",Romantic Songs,http://www.youtube.com/embed/AjE4Q4HKHv0,"tum ho to lagta hai main hu
na ho to lagta hai kyun hu
tum ho to udta hai man ye
na ho to thehra sa hai kyun
ho sake to rehna tum saath mere
ho bure ya achhe halaat mere
zindagi bhar rehna tum saath mere
ho bure ya achhe halaat mere
saath mere o
saath mere saath mere

taare saare bechaare neend se haare
magar humko aur tumko sona hai kyun
kahi bhi tum na jaao yahi pe hi ruk jaao
tumhe jaane ki jaldi itni hai kyun
ho sake to jagna tum saath mere
bin tere na katate din raat mere
zindagi bhar rehna tum saath mere
ho bure ya achhe halaat mere
saath mere o
saath mere haa saath mere

apne dil me bana ke dhadkan mujhko
tumhe rakhna hi hoga darte ho kyun
paagalpan ki hade todo na aake
na jaane tumne khudko roka hai kyun
main zameen hu tum ho akaash mere
aur thoda aao na paas mere
ho sake to rehna tum saath mere
ho bure ya achhe halaat mere
ho sake to rehna tum saath mere
ho bure ya achhe halaat mere
zindagi bhar rehna tum saath mere
ho bure ya achhe halaat mere", , , ,237,2016
Tum Sang,Anweshaa,Swapnil Mistry,"Swapnil Mistry, Traditional",Tum Sang (2016),,,http://www.youtube.com/embed/jf4aIWR1NjE, , , , ,238,2016
Tumhari Aarzoo,Mohit Chauhan,Sushant Shankar,Basant Chaudhary,Tumhari Aarzoo (2016),,,http://www.youtube.com/embed/4I-wdbB1If4, , , , ,239,2016
